"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0050729","GO:0050729","positive regulation of inflammatory response","5/47","152/18870",3.70734683390307e-05,0.00407036785084493,0.00282335806150517,"PTGS2/STAP1/IL33/TNFSF11/SERPINE1",5
"GO:0042730","GO:0042730","fibrinolysis","3/47","27/18870",4.06177961291368e-05,0.00407036785084493,0.00282335806150517,"SERPINE1/SERPINB2/PLAUR",3
"GO:0090594","GO:0090594","inflammatory response to wounding","3/47","28/18870",4.54125059778918e-05,0.00407036785084493,0.00282335806150517,"IL33/HMOX1/TIMP1",3
"GO:2000146","GO:2000146","negative regulation of cell motility","7/47","388/18870",4.55638192258761e-05,0.00407036785084493,0.00282335806150517,"STAP1/IL33/STC1/SERPINE1/HMOX1/IGFBP3/TIMP1",7
"GO:2001233","GO:2001233","regulation of apoptotic signaling pathway","7/47","398/18870",5.35136196101442e-05,0.00448176564234958,0.00310871882340509,"PTGS2/G0S2/SERPINE1/SOD2/FCGR2B/HMOX1/PLAUR",7
"GO:0033273","GO:0033273","response to vitamin","4/47","86/18870",6.176297238422e-05,0.00486837547028558,0.00337688573469141,"PTGS2/STC1/SOD2/TNC",4
"GO:0040013","GO:0040013","negative regulation of locomotion","7/47","423/18870",7.84781847812011e-05,0.00541555693308533,0.00375643108555722,"STAP1/IL33/STC1/SERPINE1/HMOX1/IGFBP3/TIMP1",7
"GO:0042060","GO:0042060","wound healing","7/47","423/18870",7.84781847812011e-05,0.00541555693308533,0.00375643108555722,"SERPINE1/HMOX1/FN1/TIMP1/SERPINB2/PLAUR/NOTCH4",7
"GO:0050727","GO:0050727","regulation of inflammatory response","7/47","425/18870",8.08292079564975e-05,0.00541555693308533,0.00375643108555722,"PTGS2/STAP1/IL33/TNFSF11/SERPINE1/TNC/FCGR2B",7
"GO:0001893","GO:0001893","maternal placenta development","3/47","35/18870",8.96252702520704e-05,0.0055968191805461,0.00388216130119576,"PTGS2/LIF/STC1",3
"GO:0001666","GO:0001666","response to hypoxia","6/47","298/18870",9.18880760985181e-05,0.0055968191805461,0.00388216130119576,"PTGS2/ANGPTL4/LIF/STC1/SOD2/HMOX1",6
"GO:1903035","GO:1903035","negative regulation of response to wounding","4/47","97/18870",9.87767766646236e-05,0.00568315894621292,0.00394204976394816,"IL33/SERPINE1/SERPINB2/PLAUR",4
"GO:0033280","GO:0033280","response to vitamin D","3/47","37/18870",0.000106029084817405,0.00568315894621292,0.00394204976394816,"PTGS2/STC1/TNC",3
"GO:0071276","GO:0071276","cellular response to cadmium ion","3/47","37/18870",0.000106029084817405,0.00568315894621292,0.00394204976394816,"MT1X/HMOX1/MT2A",3
"GO:0036293","GO:0036293","response to decreased oxygen levels","6/47","315/18870",0.000124518332604734,0.00641748329578247,0.00445140435991824,"PTGS2/ANGPTL4/LIF/STC1/SOD2/HMOX1",6
"GO:0150077","GO:0150077","regulation of neuroinflammatory response","3/47","41/18870",0.000144453554344562,0.00691384652931373,0.00479570030273686,"PTGS2/STAP1/IL33",3
"GO:0002526","GO:0002526","acute inflammatory response","4/47","107/18870",0.000144468434940884,0.00691384652931373,0.00479570030273686,"PTGS2/TNFSF11/FCGR2B/FN1",4
"GO:0070482","GO:0070482","response to oxygen levels","6/47","343/18870",0.000197758715187848,0.00907359990651612,0.00629378532400136,"PTGS2/ANGPTL4/LIF/STC1/SOD2/HMOX1",6
"GO:0051346","GO:0051346","negative regulation of hydrolase activity","5/47","218/18870",0.00020314029641454,0.00907359990651612,0.00629378532400136,"ANGPTL4/SERPINE1/TIMP1/SERPINB2/PLAUR",5
"GO:0006953","GO:0006953","acute-phase response","3/47","48/18870",0.000231532130487028,0.00969540796414432,0.00672509444802783,"PTGS2/TNFSF11/FN1",3
"GO:0030195","GO:0030195","negative regulation of blood coagulation","3/47","48/18870",0.000231532130487028,0.00969540796414432,0.00672509444802783,"SERPINE1/SERPINB2/PLAUR",3
"GO:0002673","GO:0002673","regulation of acute inflammatory response","3/47","49/18870",0.000246202144822938,0.00970326100184522,0.0067305416061503,"PTGS2/TNFSF11/FCGR2B",3
"GO:1900047","GO:1900047","negative regulation of hemostasis","3/47","49/18870",0.000246202144822938,0.00970326100184522,0.0067305416061503,"SERPINE1/SERPINB2/PLAUR",3
"GO:0002685","GO:0002685","regulation of leukocyte migration","5/47","230/18870",0.00026034635590133,0.00996754619736519,0.00691385961686839,"CCL20/STAP1/IL33/SERPINE1/HMOX1",5
"GO:0010043","GO:0010043","response to zinc ion","3/47","51/18870",0.00027731778663078,0.0100941016257044,0.00700164315435744,"MT1X/SOD2/MT2A",3
"GO:0010951","GO:0010951","negative regulation of endopeptidase activity","4/47","128/18870",0.0002874583625498,0.0100941016257044,0.00700164315435744,"SERPINE1/TIMP1/SERPINB2/PLAUR",4
"GO:0002237","GO:0002237","response to molecule of bacterial origin","6/47","369/18870",0.000292952039250928,0.0100941016257044,0.00700164315435744,"PTGS2/STAP1/SERPINE1/SOD2/FCGR2B/IRF8",6
"GO:0050819","GO:0050819","negative regulation of coagulation","3/47","52/18870",0.000293783554777965,0.0100941016257044,0.00700164315435744,"SERPINE1/SERPINB2/PLAUR",3
"GO:0001660","GO:0001660","fever generation","2/47","11/18870",0.000329216726668701,0.0109604984576326,0.00760260812104445,"PTGS2/TNFSF11",2
"GO:2001234","GO:2001234","negative regulation of apoptotic signaling pathway","5/47","243/18870",0.000335358534897714,0.0109604984576326,0.00760260812104445,"PTGS2/SERPINE1/SOD2/HMOX1/PLAUR",5
"GO:0002686","GO:0002686","negative regulation of leukocyte migration","3/47","55/18870",0.00034693179954771,0.0110687764617603,0.00767771375941424,"STAP1/IL33/HMOX1",3
"GO:0010466","GO:0010466","negative regulation of peptidase activity","4/47","137/18870",0.000372286270564828,0.0116014791292295,0.00804721608099739,"SERPINE1/TIMP1/SERPINB2/PLAUR",4
"GO:0031650","GO:0031650","regulation of heat generation","2/47","12/18870",0.000394432832039348,0.0120122726121074,0.00833215767202737,"PTGS2/TNFSF11",2
"GO:0060135","GO:0060135","maternal process involved in female pregnancy","3/47","59/18870",0.000426911568648418,0.0127124778219751,0.00881784596763866,"PTGS2/LIF/STC1",3
"GO:0034612","GO:0034612","response to tumor necrosis factor","5/47","259/18870",0.00044897927386446,0.0130789614560517,0.00907205260462971,"CCL20/PTGS2/CCL3L3/TNFSF11/TCL1A",5
"GO:0002638","GO:0002638","negative regulation of immunoglobulin production","2/47","13/18870",0.000465407904514283,0.0132690764265774,0.00920392339722535,"IL33/FCGR2B",2
"GO:0043030","GO:0043030","regulation of macrophage activation","3/47","62/18870",0.000494065941015061,0.0137926741866705,0.0095671102174627,"STAP1/IL33/FCGR2B",3
"GO:0007584","GO:0007584","response to nutrient","4/47","155/18870",0.000593431089184992,0.0162285236634263,0.0112567057304049,"PTGS2/STC1/SOD2/TNC",4
"GO:0098754","GO:0098754","detoxification","4/47","158/18870",0.000637721168566983,0.0170229248750564,0.0118077318654162,"PTGS2/MT1X/SOD2/MT2A",4
"GO:0030193","GO:0030193","regulation of blood coagulation","3/47","68/18870",0.000647887439274534,0.0170229248750564,0.0118077318654162,"SERPINE1/SERPINB2/PLAUR",3
"GO:0048662","GO:0048662","negative regulation of smooth muscle cell proliferation","3/47","70/18870",0.000705204412085476,0.0170517095189855,0.0118276979617158,"SOD2/HMOX1/IGFBP3",3
"GO:1900046","GO:1900046","regulation of hemostasis","3/47","70/18870",0.000705204412085476,0.0170517095189855,0.0118276979617158,"SERPINE1/SERPINB2/PLAUR",3
"GO:0010273","GO:0010273","detoxification of copper ion","2/47","16/18870",0.000712608756017303,0.0170517095189855,0.0118276979617158,"MT1X/MT2A",2
"GO:0034112","GO:0034112","positive regulation of homotypic cell-cell adhesion","2/47","16/18870",0.000712608756017303,0.0170517095189855,0.0118276979617158,"TNFSF11/PLAUR",2
"GO:1990169","GO:1990169","stress response to copper ion","2/47","16/18870",0.000712608756017303,0.0170517095189855,0.0118276979617158,"MT1X/MT2A",2
"GO:0001503","GO:0001503","ossification","6/47","444/18870",0.00077826198983355,0.0180083050477677,0.0124912280889072,"PTGS2/TNFSF11/STC1/TNC/LOX/IGFBP3",6
"GO:0050818","GO:0050818","regulation of coagulation","3/47","73/18870",0.000797083345260312,0.0180083050477677,0.0124912280889072,"SERPINE1/SERPINB2/PLAUR",3
"GO:0031649","GO:0031649","heat generation","2/47","17/18870",0.000806342017064227,0.0180083050477677,0.0124912280889072,"PTGS2/TNFSF11",2
"GO:0032310","GO:0032310","prostaglandin secretion","2/47","17/18870",0.000806342017064227,0.0180083050477677,0.0124912280889072,"PTGS2/TNFSF11",2
"GO:0048660","GO:0048660","regulation of smooth muscle cell proliferation","4/47","171/18870",0.000857064364363856,0.0181139178590602,0.0125644850507071,"PTGS2/SOD2/HMOX1/IGFBP3",4
"GO:0061045","GO:0061045","negative regulation of wound healing","3/47","75/18870",0.000862369804894137,0.0181139178590602,0.0125644850507071,"SERPINE1/SERPINB2/PLAUR",3
"GO:1903034","GO:1903034","regulation of response to wounding","4/47","173/18870",0.000894986030879832,0.0181139178590602,0.0125644850507071,"IL33/SERPINE1/SERPINB2/PLAUR",4
"GO:0010042","GO:0010042","response to manganese ion","2/47","18/18870",0.000905695892953012,0.0181139178590602,0.0125644850507071,"PTGS2/SOD2",2
"GO:0010755","GO:0010755","regulation of plasminogen activation","2/47","18/18870",0.000905695892953012,0.0181139178590602,0.0125644850507071,"SERPINE1/PLAUR",2
"GO:0051917","GO:0051917","regulation of fibrinolysis","2/47","18/18870",0.000905695892953012,0.0181139178590602,0.0125644850507071,"SERPINE1/PLAUR",2
"GO:0150078","GO:0150078","positive regulation of neuroinflammatory response","2/47","18/18870",0.000905695892953012,0.0181139178590602,0.0125644850507071,"STAP1/IL33",2
"GO:0048659","GO:0048659","smooth muscle cell proliferation","4/47","175/18870",0.000934077481656209,0.0184068209620488,0.0127676535031336,"PTGS2/SOD2/HMOX1/IGFBP3",4
"GO:0070372","GO:0070372","regulation of ERK1 and ERK2 cascade","5/47","313/18870",0.00105430845412486,0.0204749757757582,0.014202202364489,"CCL20/CCL3L3/LIF/TNFSF11/FN1",5
"GO:0043410","GO:0043410","positive regulation of MAPK cascade","6/47","474/18870",0.00109171229492136,0.0208984925027803,0.0144959692694069,"CCL20/CCL3L3/LIF/TNFSF11/FCGR2B/IGFBP3",6
"GO:0150076","GO:0150076","neuroinflammatory response","3/47","82/18870",0.00111731415045844,0.0210873374875255,0.0146269591527769,"PTGS2/STAP1/IL33",3
"GO:0007565","GO:0007565","female pregnancy","4/47","186/18870",0.00117087622359293,0.0216080865221887,0.0149881699914317,"PTGS2/LIF/STC1/TIMP1",4
"GO:0032102","GO:0032102","negative regulation of response to external stimulus","6/47","481/18870",0.00117715695232819,0.0216080865221887,0.0149881699914317,"STAP1/IL33/SERPINE1/FCGR2B/SERPINB2/PLAUR",6
"GO:0030324","GO:0030324","lung development","4/47","188/18870",0.00121805453381629,0.0220566631799165,0.0152993193934535,"LIF/HSD11B1/TNC/LOX",4
"GO:0097501","GO:0097501","stress response to metal ion","2/47","21/18870",0.0012372079028857,0.0221047811982245,0.0153326958350607,"MT1X/MT2A",2
"GO:2001242","GO:2001242","regulation of intrinsic apoptotic signaling pathway","4/47","190/18870",0.00126655132978135,0.0223312997619343,0.0154898175096527,"PTGS2/SOD2/FCGR2B/PLAUR",4
"GO:0030323","GO:0030323","respiratory tube development","4/47","192/18870",0.00131638641980604,0.0229085428901311,0.0158902147462575,"LIF/HSD11B1/TNC/LOX",4
"GO:0061687","GO:0061687","detoxification of inorganic compound","2/47","22/18870",0.00135877141265245,0.0233429960635164,0.0161915675758719,"MT1X/MT2A",2
"GO:0048145","GO:0048145","regulation of fibroblast proliferation","3/47","89/18870",0.00141543550550755,0.0237946795528078,0.0165048719914606,"LIF/SOD2/FN1",3
"GO:0001819","GO:0001819","positive regulation of cytokine production","6/47","499/18870",0.00142057788374972,0.0237946795528078,0.0165048719914606,"PTGS2/IL33/EBI3/SERPINE1/HMOX1/IRF8",6
"GO:0070371","GO:0070371","ERK1 and ERK2 cascade","5/47","336/18870",0.00144352934423055,0.0238806089045548,0.0165644757759009,"CCL20/CCL3L3/LIF/TNFSF11/FN1",5
"GO:0050855","GO:0050855","regulation of B cell receptor signaling pathway","2/47","23/18870",0.00148581960478391,0.0242804667123224,0.016841831977204,"STAP1/FCGR2B",2
"GO:0071248","GO:0071248","cellular response to metal ion","4/47","200/18870",0.00152950533989758,0.0246932187405151,0.0171281320878828,"PTGS2/MT1X/HMOX1/MT2A",4
"GO:0071294","GO:0071294","cellular response to zinc ion","2/47","24/18870",0.00161832557991977,0.0258161461558631,0.0179070361788115,"MT1X/MT2A",2
"GO:0032496","GO:0032496","response to lipopolysaccharide","5/47","348/18870",0.00168437489464377,0.0265536748096783,0.0184186133990149,"PTGS2/STAP1/SERPINE1/SOD2/IRF8",5
"GO:0044703","GO:0044703","multi-organism reproductive process","4/47","206/18870",0.00170436454396623,0.0265563777780785,0.0184204882781173,"PTGS2/LIF/STC1/TIMP1",4
"GO:0071674","GO:0071674","mononuclear cell migration","4/47","207/18870",0.00173480245530708,0.0267199458633504,0.0185339451668016,"CCL20/CCL3L3/TNFSF11/SERPINE1",4
"GO:0060586","GO:0060586","multicellular organismal-level iron ion homeostasis","2/47","25/18870",0.00175626253373007,0.0267430885817988,0.0185499978143978,"SOD2/HMOX1",2
"GO:0071280","GO:0071280","cellular response to copper ion","2/47","26/18870",0.00189960375662483,0.0281116265836443,0.0194992665148138,"MT1X/MT2A",2
"GO:1990868","GO:1990868","response to chemokine","3/47","99/18870",0.00192124014292051,0.0281116265836443,0.0194992665148138,"CCL20/CCL3L3/LOX",3
"GO:1990869","GO:1990869","cellular response to chemokine","3/47","99/18870",0.00192124014292051,0.0281116265836443,0.0194992665148138,"CCL20/CCL3L3/LOX",3
"GO:0010038","GO:0010038","response to metal ion","5/47","359/18870",0.00193005197439946,0.0281116265836443,0.0194992665148138,"PTGS2/MT1X/SOD2/HMOX1/MT2A",5
"GO:0060541","GO:0060541","respiratory system development","4/47","214/18870",0.00195854542886706,0.0282199018782996,0.0195743702737931,"LIF/HSD11B1/TNC/LOX",4
"GO:0044706","GO:0044706","multi-multicellular organism process","4/47","216/18870",0.00202597723215434,0.0288809520328384,0.0200328991712461,"PTGS2/LIF/STC1/TIMP1",4
"GO:0031639","GO:0031639","plasminogen activation","2/47","27/18870",0.00204832263346448,0.0288921297772885,0.0200406524692425,"SERPINE1/PLAUR",2
"GO:0002675","GO:0002675","positive regulation of acute inflammatory response","2/47","28/18870",0.00220239264327114,0.0302360918974996,0.020972874426938,"PTGS2/TNFSF11",2
"GO:0015732","GO:0015732","prostaglandin transport","2/47","28/18870",0.00220239264327114,0.0302360918974996,0.020972874426938,"PTGS2/TNFSF11",2
"GO:0033138","GO:0033138","positive regulation of peptidyl-serine phosphorylation","3/47","104/18870",0.00221129627310071,0.0302360918974996,0.020972874426938,"PTGS2/LIF/TCL1A",3
"GO:0032602","GO:0032602","chemokine production","3/47","105/18870",0.00227238417661454,0.0307575231986211,0.0213345585109053,"TREM1/IL33/HMOX1",3
"GO:0030593","GO:0030593","neutrophil chemotaxis","3/47","107/18870",0.00239768657366671,0.0318108911753801,0.0220652135961199,"CCL20/TREM1/CCL3L3",3
"GO:0048144","GO:0048144","fibroblast proliferation","3/47","107/18870",0.00239768657366671,0.0318108911753801,0.0220652135961199,"LIF/SOD2/FN1",3
"GO:0071241","GO:0071241","cellular response to inorganic substance","4/47","229/18870",0.00250398907094272,0.0325527288357709,0.0225797797030524,"PTGS2/MT1X/HMOX1/MT2A",4
"GO:0097191","GO:0097191","extrinsic apoptotic signaling pathway","4/47","229/18870",0.00250398907094272,0.0325527288357709,0.0225797797030524,"G0S2/IL33/SERPINE1/HMOX1",4
"GO:0043032","GO:0043032","positive regulation of macrophage activation","2/47","30/18870",0.00252648044695535,0.0325527288357709,0.0225797797030524,"STAP1/IL33",2
"GO:0002444","GO:0002444","myeloid leukocyte mediated immunity","3/47","110/18870",0.00259354767973262,0.0327863574607708,0.0227418331797805,"TREM1/STAP1/FCGR2B",3
"GO:0042116","GO:0042116","macrophage activation","3/47","110/18870",0.00259354767973262,0.0327863574607708,0.0227418331797805,"STAP1/IL33/FCGR2B",3
"GO:1902042","GO:1902042","negative regulation of extrinsic apoptotic signaling pathway via death domain receptors","2/47","31/18870",0.00269644566709793,0.0337685719057124,0.0234231335371124,"SERPINE1/HMOX1",2
"GO:0045861","GO:0045861","negative regulation of proteolysis","4/47","235/18870",0.00274877927294789,0.0341052243125015,0.0236566481287815,"SERPINE1/TIMP1/SERPINB2/PLAUR",4
"GO:1904035","GO:1904035","regulation of epithelial cell apoptotic process","3/47","113/18870",0.00279904016311457,0.0344102185190232,0.0238682034189297,"ANGPTL4/SERPINE1/HMOX1",3
"GO:2001243","GO:2001243","negative regulation of intrinsic apoptotic signaling pathway","3/47","114/18870",0.00286970501204094,0.0344228527498013,0.0238769669898465,"PTGS2/SOD2/PLAUR",3
"GO:0002313","GO:0002313","mature B cell differentiation involved in immune response","2/47","32/18870",0.0028716568721657,0.0344228527498013,0.0238769669898465,"FCGR2B/IRF8",2
"GO:0071356","GO:0071356","cellular response to tumor necrosis factor","4/47","238/18870",0.00287713396117743,0.0344228527498013,0.0238769669898465,"CCL20/CCL3L3/TNFSF11/TCL1A",4
"GO:0071219","GO:0071219","cellular response to molecule of bacterial origin","4/47","239/18870",0.00292081744621664,0.034636242282569,0.0240249818817819,"STAP1/SERPINE1/FCGR2B/IRF8",4
"GO:0002274","GO:0002274","myeloid leukocyte activation","4/47","241/18870",0.00300954633934401,0.0353753692519384,0.0245376677529157,"STAP1/IL33/FCGR2B/FN1",4
"GO:0034110","GO:0034110","regulation of homotypic cell-cell adhesion","2/47","34/18870",0.0032377131116319,0.0371023919490602,0.025735594729788,"TNFSF11/PLAUR",2
"GO:0032609","GO:0032609","type II interferon production","3/47","119/18870",0.00323953720749257,0.0371023919490602,0.025735594729788,"IL33/EBI3/IRF8",3
"GO:0032649","GO:0032649","regulation of type II interferon production","3/47","119/18870",0.00323953720749257,0.0371023919490602,0.025735594729788,"IL33/EBI3/IRF8",3
"GO:0033002","GO:0033002","muscle cell proliferation","4/47","247/18870",0.00328679588535779,0.0373246312405037,0.0258897481424704,"PTGS2/SOD2/HMOX1/IGFBP3",4
"GO:0071346","GO:0071346","cellular response to type II interferon","3/47","120/18870",0.00331684353261701,0.0373493305353512,0.0259068804891713,"CCL20/CCL3L3/IRF8",3
"GO:0090050","GO:0090050","positive regulation of cell migration involved in sprouting angiogenesis","2/47","35/18870",0.00342850631413977,0.0382849871745608,0.0265558866261879,"PTGS2/HMOX1",2
"GO:0006882","GO:0006882","intracellular zinc ion homeostasis","2/47","36/18870",0.00362444183722617,0.039809443130189,0.0276133058004375,"MT1X/MT2A",2
"GO:2000352","GO:2000352","negative regulation of endothelial cell apoptotic process","2/47","36/18870",0.00362444183722617,0.039809443130189,0.0276133058004375,"ANGPTL4/SERPINE1",2
"GO:0046688","GO:0046688","response to copper ion","2/47","37/18870",0.00382549399450667,0.0414918990628141,0.0287803196170188,"MT1X/MT2A",2
"GO:0009636","GO:0009636","response to toxic substance","4/47","258/18870",0.00383954886849922,0.0414918990628141,0.0287803196170188,"PTGS2/MT1X/SOD2/MT2A",4
"GO:0002335","GO:0002335","mature B cell differentiation","2/47","38/18870",0.00403163719091498,0.0425385341403628,0.0295063045137002,"FCGR2B/IRF8",2
"GO:0014912","GO:0014912","negative regulation of smooth muscle cell migration","2/47","38/18870",0.00403163719091498,0.0425385341403628,0.0295063045137002,"SERPINE1/IGFBP3",2
"GO:0045429","GO:0045429","positive regulation of nitric oxide biosynthetic process","2/47","38/18870",0.00403163719091498,0.0425385341403628,0.0295063045137002,"PTGS2/SOD2",2
"GO:1990266","GO:1990266","neutrophil migration","3/47","129/18870",0.00406387786905202,0.0425437214416383,0.0295099026181984,"CCL20/TREM1/CCL3L3",3
"GO:0071621","GO:0071621","granulocyte chemotaxis","3/47","130/18870",0.0041526711016333,0.0430713146670213,0.0298758608413039,"CCL20/TREM1/CCL3L3",3
"GO:0030099","GO:0030099","myeloid cell differentiation","5/47","430/18870",0.00419270824938109,0.0430713146670213,0.0298758608413039,"LIF/IL33/TNFSF11/LOX/IRF8",5
"GO:0071216","GO:0071216","cellular response to biotic stimulus","4/47","265/18870",0.00422240243151743,0.0430713146670213,0.0298758608413039,"STAP1/SERPINE1/FCGR2B/IRF8",4
"GO:1904407","GO:1904407","positive regulation of nitric oxide metabolic process","2/47","39/18870",0.00424284592242299,0.0430713146670213,0.0298758608413039,"PTGS2/SOD2",2
"GO:0042476","GO:0042476","odontogenesis","3/47","132/18870",0.00433378922209442,0.0436637410346355,0.0302867897357291,"TNFSF11/SERPINE1/TNC",3
"GO:0061041","GO:0061041","regulation of wound healing","3/47","133/18870",0.0044261234216943,0.044261234216943,0.0307012331606918,"SERPINE1/SERPINB2/PLAUR",3
"GO:0033135","GO:0033135","regulation of peptidyl-serine phosphorylation","3/47","138/18870",0.00490572721362102,0.0483445559334622,0.0335335765037291,"PTGS2/LIF/TCL1A",3
"GO:0071634","GO:0071634","regulation of transforming growth factor beta production","2/47","42/18870",0.00490661164697826,0.0483445559334622,0.0335335765037291,"PTGS2/FN1",2
"GO:0001909","GO:0001909","leukocyte mediated cytotoxicity","3/47","140/18870",0.00510601954305763,0.0499420889612936,0.0346416846447936,"TREM1/STAP1/FCGR2B",3
